"number_past_order","time_web","voucher","past_spend","ad_channel","revenue","ad_channel_label","voucher_label"
2,134,"0",34,"1",54,"No Advertisement","No Voucher"
1,139,"1",27,"1",49,"No Advertisement","Voucher Applied"
1,123,"0",3,"1",51,"No Advertisement","No Voucher"
1,144,"0",13,"2",61,"Paid Search","No Voucher"
1,109,"0",8,"3",60,"SEO (Organic)","No Voucher"
1,128,"0",5,"4",64,"Online Display Ads","No Voucher"
2,114,"0",48,"4",41,"Online Display Ads","No Voucher"
1,116,"0",11,"2",53,"Paid Search","No Voucher"
1,91,"0",9,"2",45,"Paid Search","No Voucher"
0,105,"0",0,"4",42,"Online Display Ads","No Voucher"
1,131,"0",11,"3",54,"SEO (Organic)","No Voucher"
1,148,"0",18,"2",75,"Paid Search","No Voucher"
1,114,"0",2,"2",50,"Paid Search","No Voucher"
1,152,"0",21,"1",53,"No Advertisement","No Voucher"
1,171,"0",26,"1",61,"No Advertisement","No Voucher"
0,149,"0",0,"3",73,"SEO (Organic)","No Voucher"
1,135,"0",2,"1",54,"No Advertisement","No Voucher"
1,132,"0",14,"3",63,"SEO (Organic)","No Voucher"
1,147,"1",13,"2",56,"Paid Search","Voucher Applied"
1,137,"0",2,"3",62,"SEO (Organic)","No Voucher"
0,140,"0",0,"2",77,"Paid Search","No Voucher"
1,155,"0",2,"2",67,"Paid Search","No Voucher"
1,124,"0",26,"4",39,"Online Display Ads","No Voucher"
1,126,"0",23,"1",42,"No Advertisement","No Voucher"
1,121,"0",4,"4",55,"Online Display Ads","No Voucher"
2,121,"0",38,"4",65,"Online Display Ads","No Voucher"
0,91,"0",0,"4",35,"Online Display Ads","No Voucher"
0,124,"1",0,"2",68,"Paid Search","Voucher Applied"
0,154,"0",0,"1",59,"No Advertisement","No Voucher"
0,137,"0",0,"1",45,"No Advertisement","No Voucher"
2,92,"0",42,"1",40,"No Advertisement","No Voucher"
1,126,"0",4,"3",51,"SEO (Organic)","No Voucher"
2,139,"0",6,"4",66,"Online Display Ads","No Voucher"
0,106,"0",0,"1",60,"No Advertisement","No Voucher"
0,154,"0",0,"4",78,"Online Display Ads","No Voucher"
0,101,"0",0,"3",42,"SEO (Organic)","No Voucher"
1,140,"0",5,"3",68,"SEO (Organic)","No Voucher"
1,123,"0",27,"3",50,"SEO (Organic)","No Voucher"
1,124,"0",20,"3",47,"SEO (Organic)","No Voucher"
0,101,"0",0,"3",52,"SEO (Organic)","No Voucher"
1,146,"0",17,"1",55,"No Advertisement","No Voucher"
2,136,"0",30,"1",72,"No Advertisement","No Voucher"
1,94,"0",21,"1",59,"No Advertisement","No Voucher"
0,120,"0",0,"4",58,"Online Display Ads","No Voucher"
0,128,"1",0,"3",56,"SEO (Organic)","Voucher Applied"
1,86,"0",14,"1",47,"No Advertisement","No Voucher"
1,82,"0",4,"2",32,"Paid Search","No Voucher"
1,128,"0",30,"1",41,"No Advertisement","No Voucher"
1,134,"0",9,"1",68,"No Advertisement","No Voucher"
2,125,"1",8,"1",57,"No Advertisement","Voucher Applied"
1,131,"0",13,"1",69,"No Advertisement","No Voucher"
1,103,"0",7,"1",49,"No Advertisement","No Voucher"
1,133,"1",35,"4",52,"Online Display Ads","Voucher Applied"
1,142,"0",19,"3",53,"SEO (Organic)","No Voucher"
1,85,"0",27,"4",22,"Online Display Ads","No Voucher"
1,89,"0",21,"1",55,"No Advertisement","No Voucher"
1,100,"0",6,"2",39,"Paid Search","No Voucher"
1,166,"0",35,"1",54,"No Advertisement","No Voucher"
0,150,"0",0,"1",75,"No Advertisement","No Voucher"
1,108,"0",2,"1",41,"No Advertisement","No Voucher"
1,96,"0",14,"1",51,"No Advertisement","No Voucher"
2,131,"0",14,"1",63,"No Advertisement","No Voucher"
1,117,"0",14,"1",41,"No Advertisement","No Voucher"
1,134,"0",12,"4",65,"Online Display Ads","No Voucher"
0,115,"0",0,"3",54,"SEO (Organic)","No Voucher"
0,117,"0",0,"3",65,"SEO (Organic)","No Voucher"
1,118,"1",38,"4",31,"Online Display Ads","Voucher Applied"
1,92,"0",3,"1",45,"No Advertisement","No Voucher"
0,129,"0",0,"2",56,"Paid Search","No Voucher"
1,129,"1",5,"2",54,"Paid Search","Voucher Applied"
0,121,"1",0,"3",66,"SEO (Organic)","Voucher Applied"
1,131,"1",8,"1",54,"No Advertisement","Voucher Applied"
1,108,"0",3,"2",54,"Paid Search","No Voucher"
1,111,"0",17,"2",61,"Paid Search","No Voucher"
1,93,"1",2,"4",44,"Online Display Ads","Voucher Applied"
1,138,"0",11,"2",62,"Paid Search","No Voucher"
1,141,"0",21,"2",68,"Paid Search","No Voucher"
0,143,"0",0,"2",59,"Paid Search","No Voucher"
1,101,"0",1,"2",46,"Paid Search","No Voucher"
0,128,"1",0,"4",45,"Online Display Ads","Voucher Applied"
0,148,"0",0,"2",83,"Paid Search","No Voucher"
0,129,"0",0,"1",56,"No Advertisement","No Voucher"
1,159,"0",5,"3",75,"SEO (Organic)","No Voucher"
0,92,"0",0,"4",16,"Online Display Ads","No Voucher"
1,144,"1",22,"1",46,"No Advertisement","Voucher Applied"
1,136,"0",15,"1",60,"No Advertisement","No Voucher"
1,131,"1",1,"2",59,"Paid Search","Voucher Applied"
0,78,"0",0,"2",34,"Paid Search","No Voucher"
1,104,"0",9,"4",46,"Online Display Ads","No Voucher"
1,75,"0",19,"2",37,"Paid Search","No Voucher"
1,103,"1",14,"2",55,"Paid Search","Voucher Applied"
0,101,"1",0,"3",62,"SEO (Organic)","Voucher Applied"
2,166,"0",34,"3",78,"SEO (Organic)","No Voucher"
0,139,"0",0,"1",66,"No Advertisement","No Voucher"
2,143,"0",34,"2",73,"Paid Search","No Voucher"
1,120,"0",17,"1",49,"No Advertisement","No Voucher"
1,133,"0",1,"1",53,"No Advertisement","No Voucher"
1,103,"0",7,"2",41,"Paid Search","No Voucher"
0,136,"1",0,"4",55,"Online Display Ads","Voucher Applied"
2,116,"0",52,"3",37,"SEO (Organic)","No Voucher"
1,147,"0",9,"1",65,"No Advertisement","No Voucher"
1,91,"0",18,"4",46,"Online Display Ads","No Voucher"
0,116,"0",0,"4",51,"Online Display Ads","No Voucher"
1,112,"0",16,"1",47,"No Advertisement","No Voucher"
0,125,"1",0,"2",67,"Paid Search","Voucher Applied"
1,76,"0",17,"3",55,"SEO (Organic)","No Voucher"
0,105,"1",0,"1",55,"No Advertisement","Voucher Applied"
1,141,"0",17,"4",66,"Online Display Ads","No Voucher"
0,111,"0",0,"3",49,"SEO (Organic)","No Voucher"
1,158,"0",2,"2",71,"Paid Search","No Voucher"
1,155,"0",27,"2",54,"Paid Search","No Voucher"
2,143,"0",18,"1",60,"No Advertisement","No Voucher"
1,90,"0",7,"2",40,"Paid Search","No Voucher"
0,141,"1",0,"3",71,"SEO (Organic)","Voucher Applied"
0,106,"0",0,"1",55,"No Advertisement","No Voucher"
1,108,"0",15,"1",63,"No Advertisement","No Voucher"
1,151,"0",18,"3",53,"SEO (Organic)","No Voucher"
1,142,"0",2,"2",69,"Paid Search","No Voucher"
3,138,"0",57,"1",75,"No Advertisement","No Voucher"
0,133,"0",0,"4",56,"Online Display Ads","No Voucher"
0,161,"0",0,"2",70,"Paid Search","No Voucher"
1,125,"0",7,"2",49,"Paid Search","No Voucher"
1,101,"0",1,"1",47,"No Advertisement","No Voucher"
0,136,"0",0,"3",64,"SEO (Organic)","No Voucher"
2,102,"1",22,"3",46,"SEO (Organic)","Voucher Applied"
0,103,"0",0,"1",32,"No Advertisement","No Voucher"
1,146,"0",3,"1",68,"No Advertisement","No Voucher"
1,139,"0",2,"3",64,"SEO (Organic)","No Voucher"
1,139,"0",2,"3",60,"SEO (Organic)","No Voucher"
1,37,"0",7,"1",33,"No Advertisement","No Voucher"
1,133,"0",24,"3",46,"SEO (Organic)","No Voucher"
1,132,"0",12,"1",44,"No Advertisement","No Voucher"
0,129,"0",0,"3",39,"SEO (Organic)","No Voucher"
1,157,"0",8,"3",64,"SEO (Organic)","No Voucher"
0,142,"0",0,"2",51,"Paid Search","No Voucher"
2,156,"0",52,"4",82,"Online Display Ads","No Voucher"
0,118,"0",0,"1",69,"No Advertisement","No Voucher"
1,138,"0",30,"4",42,"Online Display Ads","No Voucher"
2,97,"0",14,"2",50,"Paid Search","No Voucher"
1,119,"0",2,"2",51,"Paid Search","No Voucher"
1,143,"0",45,"2",85,"Paid Search","No Voucher"
3,106,"0",81,"3",35,"SEO (Organic)","No Voucher"
1,32,"1",12,"3",29,"SEO (Organic)","Voucher Applied"
0,104,"0",0,"1",47,"No Advertisement","No Voucher"
0,145,"0",0,"2",58,"Paid Search","No Voucher"
1,93,"0",15,"3",57,"SEO (Organic)","No Voucher"
0,143,"0",0,"3",68,"SEO (Organic)","No Voucher"
0,125,"0",0,"1",49,"No Advertisement","No Voucher"
1,137,"0",3,"1",52,"No Advertisement","No Voucher"
1,127,"0",2,"1",58,"No Advertisement","No Voucher"
0,112,"0",0,"2",51,"Paid Search","No Voucher"
0,150,"1",0,"2",73,"Paid Search","Voucher Applied"
1,140,"0",17,"2",56,"Paid Search","No Voucher"
0,145,"1",0,"3",57,"SEO (Organic)","Voucher Applied"
0,101,"0",0,"1",36,"No Advertisement","No Voucher"
0,137,"0",0,"1",62,"No Advertisement","No Voucher"
1,108,"0",10,"1",40,"No Advertisement","No Voucher"
0,142,"0",0,"2",79,"Paid Search","No Voucher"
1,129,"0",8,"1",53,"No Advertisement","No Voucher"
1,145,"0",8,"1",63,"No Advertisement","No Voucher"
0,143,"0",0,"1",87,"No Advertisement","No Voucher"
1,121,"1",6,"1",56,"No Advertisement","Voucher Applied"
1,146,"0",9,"1",61,"No Advertisement","No Voucher"
1,100,"0",3,"2",51,"Paid Search","No Voucher"
0,112,"0",0,"1",45,"No Advertisement","No Voucher"
1,94,"0",10,"3",51,"SEO (Organic)","No Voucher"
0,108,"0",0,"1",53,"No Advertisement","No Voucher"
1,72,"0",3,"2",34,"Paid Search","No Voucher"
0,85,"0",0,"1",28,"No Advertisement","No Voucher"
0,99,"0",0,"2",57,"Paid Search","No Voucher"
0,81,"0",0,"3",41,"SEO (Organic)","No Voucher"
1,85,"0",27,"1",17,"No Advertisement","No Voucher"
1,137,"0",14,"4",68,"Online Display Ads","No Voucher"
1,120,"0",19,"1",42,"No Advertisement","No Voucher"
0,125,"0",0,"1",51,"No Advertisement","No Voucher"
2,130,"0",26,"2",49,"Paid Search","No Voucher"
1,117,"0",5,"2",42,"Paid Search","No Voucher"
1,142,"0",15,"4",74,"Online Display Ads","No Voucher"
2,134,"0",22,"3",52,"SEO (Organic)","No Voucher"
0,101,"0",0,"2",58,"Paid Search","No Voucher"
1,68,"1",6,"1",41,"No Advertisement","Voucher Applied"
0,146,"0",0,"1",56,"No Advertisement","No Voucher"
1,108,"0",19,"2",40,"Paid Search","No Voucher"
1,103,"0",30,"4",32,"Online Display Ads","No Voucher"
2,130,"0",46,"4",71,"Online Display Ads","No Voucher"
2,80,"0",12,"1",45,"No Advertisement","No Voucher"
1,135,"0",2,"4",57,"Online Display Ads","No Voucher"
1,98,"0",7,"1",42,"No Advertisement","No Voucher"
0,122,"0",0,"4",48,"Online Display Ads","No Voucher"
1,112,"0",5,"4",53,"Online Display Ads","No Voucher"
0,138,"0",0,"1",47,"No Advertisement","No Voucher"
0,141,"0",0,"1",68,"No Advertisement","No Voucher"
1,95,"0",17,"1",54,"No Advertisement","No Voucher"
1,132,"0",12,"1",65,"No Advertisement","No Voucher"
0,137,"1",0,"3",67,"SEO (Organic)","Voucher Applied"
0,93,"0",0,"2",17,"Paid Search","No Voucher"
1,111,"0",9,"3",47,"SEO (Organic)","No Voucher"
1,97,"0",2,"1",49,"No Advertisement","No Voucher"
2,120,"0",42,"4",67,"Online Display Ads","No Voucher"
1,153,"0",7,"4",70,"Online Display Ads","No Voucher"
2,110,"0",78,"1",72,"No Advertisement","No Voucher"
1,110,"0",6,"2",47,"Paid Search","No Voucher"
1,100,"1",10,"1",45,"No Advertisement","Voucher Applied"
2,82,"0",20,"3",41,"SEO (Organic)","No Voucher"
0,103,"0",0,"2",57,"Paid Search","No Voucher"
2,157,"0",48,"1",56,"No Advertisement","No Voucher"
0,127,"0",0,"1",54,"No Advertisement","No Voucher"
1,121,"0",1,"1",55,"No Advertisement","No Voucher"
1,137,"0",6,"4",64,"Online Display Ads","No Voucher"
1,86,"0",10,"1",44,"No Advertisement","No Voucher"
1,112,"0",6,"1",45,"No Advertisement","No Voucher"
0,157,"0",0,"4",77,"Online Display Ads","No Voucher"
1,122,"0",8,"4",61,"Online Display Ads","No Voucher"
1,74,"0",11,"1",54,"No Advertisement","No Voucher"
2,152,"0",16,"1",76,"No Advertisement","No Voucher"
1,149,"0",14,"2",60,"Paid Search","No Voucher"
0,99,"0",0,"1",42,"No Advertisement","No Voucher"
0,152,"0",0,"2",72,"Paid Search","No Voucher"
0,117,"0",0,"4",58,"Online Display Ads","No Voucher"
0,147,"0",0,"1",69,"No Advertisement","No Voucher"
1,139,"0",3,"1",72,"No Advertisement","No Voucher"
0,147,"0",0,"1",56,"No Advertisement","No Voucher"
0,115,"0",0,"1",55,"No Advertisement","No Voucher"
2,106,"0",26,"4",41,"Online Display Ads","No Voucher"
1,113,"0",1,"1",38,"No Advertisement","No Voucher"
1,137,"0",1,"1",49,"No Advertisement","No Voucher"
1,132,"1",3,"1",54,"No Advertisement","Voucher Applied"
0,146,"0",0,"2",66,"Paid Search","No Voucher"
1,130,"0",5,"3",61,"SEO (Organic)","No Voucher"
0,101,"0",0,"1",47,"No Advertisement","No Voucher"
1,125,"0",11,"4",63,"Online Display Ads","No Voucher"
0,109,"0",0,"3",52,"SEO (Organic)","No Voucher"
1,143,"0",14,"3",62,"SEO (Organic)","No Voucher"
1,141,"1",1,"1",60,"No Advertisement","Voucher Applied"
1,132,"0",24,"4",63,"Online Display Ads","No Voucher"
0,133,"0",0,"4",54,"Online Display Ads","No Voucher"
1,146,"0",16,"1",75,"No Advertisement","No Voucher"
0,170,"0",0,"4",80,"Online Display Ads","No Voucher"
0,143,"0",0,"1",68,"No Advertisement","No Voucher"
0,132,"1",0,"4",68,"Online Display Ads","Voucher Applied"
0,114,"0",0,"1",58,"No Advertisement","No Voucher"
0,103,"0",0,"3",25,"SEO (Organic)","No Voucher"
1,112,"0",8,"2",44,"Paid Search","No Voucher"
1,129,"0",9,"1",66,"No Advertisement","No Voucher"
0,150,"1",0,"3",71,"SEO (Organic)","Voucher Applied"
1,138,"0",10,"4",59,"Online Display Ads","No Voucher"
0,145,"1",0,"4",55,"Online Display Ads","Voucher Applied"
0,145,"0",0,"3",59,"SEO (Organic)","No Voucher"
0,115,"0",0,"4",42,"Online Display Ads","No Voucher"
1,90,"0",22,"1",56,"No Advertisement","No Voucher"
1,126,"0",10,"1",51,"No Advertisement","No Voucher"
2,134,"0",46,"2",59,"Paid Search","No Voucher"
0,165,"0",0,"2",52,"Paid Search","No Voucher"
0,129,"0",0,"2",69,"Paid Search","No Voucher"
1,107,"0",8,"3",50,"SEO (Organic)","No Voucher"
1,139,"1",15,"1",51,"No Advertisement","Voucher Applied"
0,138,"0",0,"3",61,"SEO (Organic)","No Voucher"
1,115,"0",15,"1",44,"No Advertisement","No Voucher"
0,104,"0",0,"2",53,"Paid Search","No Voucher"
2,156,"0",40,"4",62,"Online Display Ads","No Voucher"
0,163,"0",0,"4",77,"Online Display Ads","No Voucher"
0,127,"0",0,"1",50,"No Advertisement","No Voucher"
0,156,"0",0,"3",74,"SEO (Organic)","No Voucher"
2,161,"0",6,"3",61,"SEO (Organic)","No Voucher"
1,136,"0",10,"1",52,"No Advertisement","No Voucher"
1,102,"0",2,"1",47,"No Advertisement","No Voucher"
2,88,"0",4,"2",46,"Paid Search","No Voucher"
0,83,"1",0,"3",44,"SEO (Organic)","Voucher Applied"
0,61,"0",0,"1",44,"No Advertisement","No Voucher"
0,150,"0",0,"3",60,"SEO (Organic)","No Voucher"
1,127,"0",11,"2",72,"Paid Search","No Voucher"
0,142,"0",0,"1",62,"No Advertisement","No Voucher"
1,150,"0",15,"3",74,"SEO (Organic)","No Voucher"
1,140,"0",17,"4",73,"Online Display Ads","No Voucher"
1,115,"1",10,"4",57,"Online Display Ads","Voucher Applied"
1,130,"0",26,"2",43,"Paid Search","No Voucher"
2,146,"1",42,"2",40,"Paid Search","Voucher Applied"
1,159,"0",6,"2",66,"Paid Search","No Voucher"
1,95,"0",3,"1",40,"No Advertisement","No Voucher"
1,120,"1",3,"1",49,"No Advertisement","Voucher Applied"
0,146,"0",0,"1",63,"No Advertisement","No Voucher"
2,126,"0",112,"1",72,"No Advertisement","No Voucher"
1,92,"0",10,"4",46,"Online Display Ads","No Voucher"
2,148,"0",16,"2",64,"Paid Search","No Voucher"
0,119,"1",0,"1",54,"No Advertisement","Voucher Applied"
0,132,"0",0,"1",58,"No Advertisement","No Voucher"
1,113,"0",19,"3",66,"SEO (Organic)","No Voucher"
0,129,"0",0,"1",60,"No Advertisement","No Voucher"
0,107,"1",0,"2",61,"Paid Search","Voucher Applied"
1,140,"1",16,"1",54,"No Advertisement","Voucher Applied"
0,131,"0",0,"2",44,"Paid Search","No Voucher"
1,98,"0",6,"1",41,"No Advertisement","No Voucher"
1,133,"0",9,"2",56,"Paid Search","No Voucher"
0,124,"1",0,"1",57,"No Advertisement","Voucher Applied"
0,112,"1",0,"4",28,"Online Display Ads","Voucher Applied"
1,129,"0",26,"1",65,"No Advertisement","No Voucher"
0,136,"0",0,"2",61,"Paid Search","No Voucher"
1,101,"1",23,"3",34,"SEO (Organic)","Voucher Applied"
0,107,"0",0,"4",49,"Online Display Ads","No Voucher"
1,72,"0",15,"2",51,"Paid Search","No Voucher"
0,107,"0",0,"1",59,"No Advertisement","No Voucher"
1,133,"0",13,"4",60,"Online Display Ads","No Voucher"
1,142,"0",6,"4",66,"Online Display Ads","No Voucher"
1,97,"0",3,"4",48,"Online Display Ads","No Voucher"
0,122,"0",0,"2",53,"Paid Search","No Voucher"
1,151,"0",32,"3",44,"SEO (Organic)","No Voucher"
2,101,"0",10,"1",36,"No Advertisement","No Voucher"
0,84,"0",0,"2",39,"Paid Search","No Voucher"
0,129,"0",0,"4",49,"Online Display Ads","No Voucher"
1,124,"0",16,"2",42,"Paid Search","No Voucher"
0,126,"0",0,"4",50,"Online Display Ads","No Voucher"
0,160,"0",0,"1",61,"No Advertisement","No Voucher"
1,111,"0",10,"4",55,"Online Display Ads","No Voucher"
1,114,"0",20,"4",42,"Online Display Ads","No Voucher"
0,35,"0",0,"3",27,"SEO (Organic)","No Voucher"
0,127,"0",0,"3",32,"SEO (Organic)","No Voucher"
0,154,"0",0,"2",93,"Paid Search","No Voucher"
1,126,"0",15,"1",57,"No Advertisement","No Voucher"
1,149,"0",16,"2",75,"Paid Search","No Voucher"
2,140,"0",12,"3",53,"SEO (Organic)","No Voucher"
1,93,"0",4,"4",45,"Online Display Ads","No Voucher"
0,117,"1",0,"1",49,"No Advertisement","Voucher Applied"
0,137,"1",0,"1",76,"No Advertisement","Voucher Applied"
0,101,"0",0,"1",34,"No Advertisement","No Voucher"
0,100,"0",0,"1",51,"No Advertisement","No Voucher"
1,121,"0",1,"1",52,"No Advertisement","No Voucher"
1,143,"0",22,"1",70,"No Advertisement","No Voucher"
0,146,"0",0,"2",82,"Paid Search","No Voucher"
0,98,"0",0,"1",60,"No Advertisement","No Voucher"
1,125,"0",9,"3",60,"SEO (Organic)","No Voucher"
1,121,"0",28,"4",71,"Online Display Ads","No Voucher"
1,127,"0",15,"1",52,"No Advertisement","No Voucher"
1,89,"1",1,"2",44,"Paid Search","Voucher Applied"
1,98,"0",15,"1",49,"No Advertisement","No Voucher"
0,107,"0",0,"3",53,"SEO (Organic)","No Voucher"
3,114,"0",30,"1",49,"No Advertisement","No Voucher"
1,129,"0",1,"3",70,"SEO (Organic)","No Voucher"
1,98,"0",40,"4",64,"Online Display Ads","No Voucher"
0,138,"0",0,"1",68,"No Advertisement","No Voucher"
0,118,"1",0,"3",40,"SEO (Organic)","Voucher Applied"
1,139,"0",1,"1",60,"No Advertisement","No Voucher"
1,116,"1",17,"1",45,"No Advertisement","Voucher Applied"
0,119,"0",0,"3",51,"SEO (Organic)","No Voucher"
1,131,"0",12,"4",68,"Online Display Ads","No Voucher"
1,153,"0",19,"1",51,"No Advertisement","No Voucher"
1,114,"0",3,"3",48,"SEO (Organic)","No Voucher"
0,151,"1",0,"1",68,"No Advertisement","Voucher Applied"
1,129,"1",2,"2",59,"Paid Search","Voucher Applied"
1,106,"0",12,"1",62,"No Advertisement","No Voucher"
0,105,"1",0,"1",36,"No Advertisement","Voucher Applied"
0,124,"0",0,"3",64,"SEO (Organic)","No Voucher"
2,147,"0",42,"3",51,"SEO (Organic)","No Voucher"
0,117,"0",0,"1",69,"No Advertisement","No Voucher"
0,98,"0",0,"3",69,"SEO (Organic)","No Voucher"
0,118,"0",0,"3",68,"SEO (Organic)","No Voucher"
0,117,"0",0,"2",73,"Paid Search","No Voucher"
1,138,"0",16,"1",64,"No Advertisement","No Voucher"
1,106,"0",2,"1",46,"No Advertisement","No Voucher"
1,141,"0",19,"3",50,"SEO (Organic)","No Voucher"
1,29,"1",16,"1",47,"No Advertisement","Voucher Applied"
0,123,"0",0,"1",48,"No Advertisement","No Voucher"
1,145,"0",4,"1",61,"No Advertisement","No Voucher"
0,129,"0",0,"1",58,"No Advertisement","No Voucher"
1,77,"0",17,"4",31,"Online Display Ads","No Voucher"
1,138,"0",31,"2",39,"Paid Search","No Voucher"
0,138,"1",0,"4",69,"Online Display Ads","Voucher Applied"
1,132,"1",15,"2",52,"Paid Search","Voucher Applied"
1,144,"0",5,"3",55,"SEO (Organic)","No Voucher"
0,155,"0",0,"1",63,"No Advertisement","No Voucher"
2,179,"0",44,"4",96,"Online Display Ads","No Voucher"
1,131,"0",7,"4",62,"Online Display Ads","No Voucher"
1,152,"0",5,"1",67,"No Advertisement","No Voucher"
0,106,"0",0,"4",45,"Online Display Ads","No Voucher"
0,99,"0",0,"1",53,"No Advertisement","No Voucher"
1,154,"1",9,"4",60,"Online Display Ads","Voucher Applied"
0,102,"0",0,"3",60,"SEO (Organic)","No Voucher"
1,130,"0",6,"4",59,"Online Display Ads","No Voucher"
0,133,"1",0,"2",69,"Paid Search","Voucher Applied"
1,113,"0",14,"3",42,"SEO (Organic)","No Voucher"
1,152,"1",9,"1",63,"No Advertisement","Voucher Applied"
1,137,"0",30,"3",73,"SEO (Organic)","No Voucher"
1,74,"0",9,"2",46,"Paid Search","No Voucher"
0,139,"0",0,"3",57,"SEO (Organic)","No Voucher"
1,111,"0",13,"1",50,"No Advertisement","No Voucher"
1,94,"0",13,"2",38,"Paid Search","No Voucher"
0,116,"0",0,"4",54,"Online Display Ads","No Voucher"
1,109,"0",17,"2",55,"Paid Search","No Voucher"
1,130,"0",18,"3",60,"SEO (Organic)","No Voucher"
1,119,"1",4,"1",53,"No Advertisement","Voucher Applied"
0,132,"0",0,"1",66,"No Advertisement","No Voucher"
1,142,"0",3,"1",57,"No Advertisement","No Voucher"
0,110,"0",0,"3",49,"SEO (Organic)","No Voucher"
2,131,"0",4,"3",58,"SEO (Organic)","No Voucher"
0,146,"0",0,"3",57,"SEO (Organic)","No Voucher"
1,99,"0",7,"4",44,"Online Display Ads","No Voucher"
1,143,"0",27,"2",78,"Paid Search","No Voucher"
1,115,"0",29,"4",62,"Online Display Ads","No Voucher"
2,137,"0",86,"3",44,"SEO (Organic)","No Voucher"
0,171,"0",0,"1",74,"No Advertisement","No Voucher"
2,156,"1",4,"1",75,"No Advertisement","Voucher Applied"
0,24,"0",0,"3",22,"SEO (Organic)","No Voucher"
1,133,"0",2,"4",61,"Online Display Ads","No Voucher"
2,109,"1",14,"3",49,"SEO (Organic)","Voucher Applied"
0,130,"0",0,"1",56,"No Advertisement","No Voucher"
1,129,"1",43,"2",78,"Paid Search","Voucher Applied"
0,119,"0",0,"3",54,"SEO (Organic)","No Voucher"
0,132,"1",0,"2",63,"Paid Search","Voucher Applied"
0,126,"0",0,"1",58,"No Advertisement","No Voucher"
0,69,"0",0,"3",49,"SEO (Organic)","No Voucher"
0,144,"0",0,"1",70,"No Advertisement","No Voucher"
2,84,"0",26,"1",42,"No Advertisement","No Voucher"
2,138,"1",8,"4",62,"Online Display Ads","Voucher Applied"
1,119,"0",11,"4",51,"Online Display Ads","No Voucher"
1,134,"1",10,"3",74,"SEO (Organic)","Voucher Applied"
1,113,"1",20,"2",43,"Paid Search","Voucher Applied"
1,107,"0",14,"2",41,"Paid Search","No Voucher"
0,114,"0",0,"1",55,"No Advertisement","No Voucher"
